name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Noguchi Akiyo,JPN,1,4t7 4b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,1,1,2,1,2,2,2,2
Coxsey Shauna,GBR,2,3t5 3b4,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,1,1,2,1,X,X,2,2
Nonaka Miho,JPN,3,1t1 3b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,1,X,1,X,X,1,1
Wurm Juliane,GER,4,1t2 3b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,2,1,X,1,X,X,X,1
Puccio Alex,USA,5,1t2 3b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,2,1,X,1,X,3,X,X
Kruder Julija,SLO,6,1t2 2b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,X,1,X,X,2,2
Klingler Petra,SUI,7,1t2 2b4,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,3,X,X,X,X,2,1
Stöhr Anna,AUT,8,1t2 2b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,5,2,1,X,X,X,X
Sa Sol,KOR,9,1t2 1b2,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,2,2,X,X,X,X
Retschy Monika,GER,10,0t 2b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,X,1,X,X,X,2
Payne Angela,USA,11,0t 2b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,1,X,X,X,X,X,2
Gibert Fanny,FRA,12,0t 2b4,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,X,3,X,X,X,1
Martin Meagan,USA,13,0t 2b4,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,1,X,3,X,X,X,X
Thévenet Marine,FRA,14,0t 2b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,4,X,2,X,X,X,X
Zijlstra Vera,NED,15,0t 2b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,6,X,1,X,X,X,X
Saurwein Katharina,AUT,16,0t 2b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,4,X,3,X,X,X,X
Durif Charlotte,FRA,17,0t 2b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,8,X,1,X,X,X,X
Onoe Aya,JPN,18,0t 1b2,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,X,2,X,X,X,X
Buhrfeind Claire,USA,19,0t 1b2,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,X,2,X,X,X,X
Kotake Mei,JPN,20,0t 0b,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Semi-Final,2014-05-31,/api/v1/category_rounds/3017/results,/api/v1/events/853/result/7,X,X,X,X,X,X,X,X
