name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Kaplina Iuliia,RUS,1,8.056,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Krasavina Mariia,RUS,2,8.370,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Buczek Klaudia,POL,3,8.687,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Marenych Alla,UKR,4,8.753,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,5,8.807,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Ropek Edyta,POL,6,8.845,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Jaubert Anouck,FRA,7,9.261,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Prokopiuk Monika,POL,8,11.353,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Raksachat Pratthana,THA,9,11.959,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Jeon Jiyeon,KOR,10,14.134,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Tunyavanich Puntarika,THA,11,14.683,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Plypoolsup Pankaew,THA,12,15.912,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
Tomas Watchareewan,THA,13,16.334,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Speed,Women,Qualification,2014-10-11,/api/v1/category_rounds/3093/results,/api/v1/events/863/result/6,2014-10-11_Mokpo_Speed_Women_Qualification.csv
