name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Kokorin Stanislav,,1,14.03,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,15.63,True,14.54,True,15.19,True,14.03,,,2010-06-17_Moscow_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,,2,14.57,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,16.149,True,14.71,True,15.61,False,14.57,,,2010-06-17_Moscow_Speed_Men_Final.csv
Osipov Maksym,,3,16.49,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,17.43,True,16.28,False,16.35,,,True,16.49,2010-06-17_Moscow_Speed_Men_Final.csv
Nieves Josmar,,4,17.59,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,17.47,True,16.48,False,16.03,,,False,17.59,2010-06-17_Moscow_Speed_Men_Final.csv
Sinitcyn Sergei,,5,15.00,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,16.98,False,15.0,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Zhong QiXin,,6,18.22,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,16.72,False,18.22,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Abdrakhmanov Sergey,,7,19.24,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,16.16,False,19.24,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Nigmanov Zufar,,8,19.82,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,True,18.51,False,19.82,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Escobar Manuel,,9,15.75,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,15.75,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Novikov Ivan,,10,18.34,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,18.34,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Oleksy Tomasz,,11,18.78,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,18.78,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Savelyev Artem,,12,18.91,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,18.91,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
ZHANG Ning,,13,19.52,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,19.52,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Ter-Minasyan Arman,,14,20.37,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,20.37,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Boldyrev Danyil,,15,20.53,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,20.53,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
Komondi Csaba,,16,FALL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2,False,FALL,,,,,,,,,2010-06-17_Moscow_Speed_Men_Final.csv
