name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Ondra Adam,,1,3t5 4b7,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,2,2,1,1,2,1,X,3
Glairon Mondet Guillaume,,2,3t5 3b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,1,1,3,3,X,X,1,1
Gelmanov Rustam,,3,2t2 3b3,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,1,1,X,1,1,1,X,X
Lachat Cédric,,4,2t6 2b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,1,1,X,X,X,X,5,3
Shalagin Mykhaylo,,5,1t1 2b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,1,X,X,X,X,1,1
Hori Tsukuru,,6,1t1 2b3,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,1,1,X,2,X,X,X,X
McColl Sean,,7,1t2 1b1,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,2,1,X,X,X,X,X,X
Becan Klemen,,8,1t2 1b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,2,2,X,X,X,X,X,X
Danker Stefan,,9,1t2 1b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,2,2,X,X,X,X,X,X
Fischhuber Kilian,,10,1t3 4b7,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,3,3,X,2,X,1,X,1
Jubes Angarita Marco Antonio,,11,1t3 1b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,3,2,X,X,X,X,X,X
Comina Fabien,,12,0t 2b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,1,X,X,X,X,X,1
Watson Stewart,,13,0t 2b8,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,3,X,5,X,X,X,X
Parry Gareth,,14,0t 1b1,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,1,X,X,X,X,X,X
Rubtsov  Aleksei,,15,0t 1b1,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,1,X,X,X,X,X,X
Gerland Bastien,,16,0t 1b1,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,1,X,X,X,X,X,X
Moroni Gabriele,,17,0t 1b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,X,X,X,X,X,X,2
Müller Matthias,,18,0t 1b2,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,2,X,X,X,X,X,X
Feehally Edward,,19,0t 1b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,4,X,X,X,X,X,X
Glowka Jakub,,20,0t 0b,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Men,Semi-Final,2010-07-03,/api/v1/category_rounds/1396/results,/api/v1/events/614/result/3,X,X,X,X,X,X,X,X
