name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Fischhuber Kilian,AUT,1,5t5 5b5,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,1,1,1,1,1,1,1,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Sommer Remo,SUI,1,5t6 5b6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,2,2,1,1,1,1,1,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Hori Tsukuru,JPN,2,5t7 5b7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,2,2,2,2,1,1,1,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Ondra Adam,CZE,2,5t8 5b5,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,1,1,1,1,1,1,4,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Rubtsov  Aleksei,RUS,3,5t8 5b8,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,3,3,1,1,2,2,1,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Ten Sijthoff Casper,NED,3,4t4 5b6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,1,1,1,1,1,1,X,2,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Gelmanov Rustam,RUS,4,4t6 5b6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,1,1,1,1,X,2,3,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Sharafutdinov Dmitrii,RUS,4,4t5 5b5,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,1,1,1,1,2,1,X,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Becan Klemen,SLO,5,4t5 5b6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,2,2,1,1,1,1,X,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Ennemoser Lukas,AUT,5,4t6 5b7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,3,3,1,1,1,1,X,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Jongeneelen Wouter,NED,5,4t6 5b7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,3,3,1,1,1,1,X,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Larcher Jacopo,ITA,6,4t6 5b6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,2,2,2,1,1,1,1,1,X,1,2010-06-17_Moscow_Boulder_Men_Qualification.csv
Glairon Mondet Guillaume,FRA,7,4t8 5b7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3,1,1,2,2,X,1,1,1,4,2,2010-06-17_Moscow_Boulder_Men_Qualification.csv
