name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
He Cuifang,CHN,1,34.760,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Li Chunhua,CHN,2,38.950,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Stenkovaya Anna,RUS,3,39.090,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Tuzhylina Svitlana,UKR,4,39.780,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Ropek Edyta,POL,5,40.690,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Cheng Lai-Sho,HKG,6,41.640,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Ruyga Tatiana,RUS,7,42.010,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Ryepko Olena,UKR,8,42.680,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Yurina Valentina,RUS,9,43.130,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Savchenko Ganna,UKR,10,43.560,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Rodriguez Francis,VEN,11,46.390,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Kuznetsova Tamara,KAZ,12,46.600,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Bezhko Olga,UKR,13,47.770,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Blanco Lucelia,VEN,14,47.810,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Malkova Yana,RUS,15,49.070,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
Lavarda Jenny,ITA,16,49.570,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Speed,Women,Qualification,2007-09-17,/api/v1/category_rounds/677/results,/api/v1/events/481/result/6
