name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Narasaki Tomoa,JPN,1,5T5z 8 7,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,1,1,4,3,1,1,1,1,1,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Flohé Yannick,GER,1,5T5z 9 7,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,1,1,3,1,1,1,3,3,1,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Uznik Nicolai,AUT,3,5T5z 9 6,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,4,1,1,1,2,2,1,1,1,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Bailey Sean,USA,3,5T5z 10 6,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,1,1,1,1,4,1,2,2,2,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Milne Maximillian,GBR,5,5T5z 9 9,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,2,2,1,1,3,3,2,2,1,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Ginés López Alberto,ESP,5,5T5z 10 10,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,1,1,1,1,1,1,6,6,1,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Fujii Kokoro,JPN,7,4T5z 6 5,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,X,1,2,1,1,1,1,1,2,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Khazanov Alex,ISR,7,5T5z 10 8,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,3,1,1,1,1,1,3,3,2,2,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Schalck Mejdi,FRA,9,4T5z 11 11,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,2,2,1,1,X,1,5,5,3,2,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
Ogata Yoshiyuki,JPN,9,5T5z 15 7,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Men,Qualification,2022-05-20,/api/v1/category_rounds/6852/results,/api/v1/events/1236/result/3,6,1,5,2,1,1,2,2,1,1,2022-05-20_Salt Lake City_Boulder_Men_Qualification.csv
