name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Barrans David,GBR,1,3t5 4b4,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,2,1,X,1,2,1,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Gelmanov Rustam,RUS,2,3t5 4b5,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,2,1,X,1,2,2,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,3,3t5 3b3,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,X,3,1,1,1,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,4,3t8 4b4,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,6,1,1,1,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Fischhuber Kilian,AUT,5,3t8 4b7,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,4,6,1,1,1,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Shalagin Mykhaylo,UKR,6,3t14 4b7,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,4,3,X,1,7,2,3,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Gaidioz Loïc,FRA,7,3t15 4b10,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,5,1,9,7,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Watson Stewart,GBR,8,2t3 4b6,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,2,X,1,2,2,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Lachat Cédric,SUI,9,2t6 4b4,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,5,1,X,1,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Baumann Jonas,GER,10,2t6 3b6,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,X,5,1,X,4,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Ondra Adam,CZE,11,2t7 4b8,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,2,X,1,6,4,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Kleshnov Stanislav,UKR,12,1t1 4b5,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,X,1,X,2,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,13,1t1 4b6,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,3,X,1,X,1,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Lama David,AUT,13,1t1 4b6,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,2,X,1,X,2,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Lebreton Olivier,FRA,15,1t1 4b8,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,X,1,X,5,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Verhoeven Jorg,NED,16,1t1 3b3,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,X,1,X,X,1,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Danker Stefan,GER,17,1t2 4b10,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,5,X,1,X,3,2,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Hoppe Markus,GER,18,1t4 4b5,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,1,X,1,X,2,4,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Rugens Rolands,LVA,19,1t4 3b3,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,X,X,1,X,1,4,1,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
Kozlov Vasily,RUS,20,1t4 2b3,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Semi-Final,2009-05-29,/api/v1/category_rounds/1143/results,/api/v1/events/564/result/3,X,X,X,1,X,X,4,2,2009-05-29_Wien_Boulder_Men_Semi-Final.csv
