name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Abdrakhmanov Sergey,,1,7.67,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,8.32,True,7.98,True,7.65,True,7.67,,,2009-04-25_Trento_Speed_Men_Final.csv
Komondi Csaba,,2,9.34,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,8.52,True,8.36,True,8.08,False,9.34,,,2009-04-25_Trento_Speed_Men_Final.csv
Zhong QiXin,,3,7.41,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,7.45,True,7.22,False,8.68,,,True,7.41,2009-04-25_Trento_Speed_Men_Final.csv
Kokorin Stanislav,,4,7.82,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,8.29,True,7.99,False,7.72,,,False,7.82,2009-04-25_Trento_Speed_Men_Final.csv
Styenkovyy Maksym,,5,7.40,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,8.71,False,7.4,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Hroza Libor,,6,8.36,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,7.75,False,8.36,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Sinitcyn Sergei,,7,8.48,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,8.33,False,8.48,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
ZHANG Ning,,8,9.15,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,True,8.21,False,9.15,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,,9,7.48,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,7.48,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Swirk Lukasz,,10,8.24,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,8.24,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Osipov Maksym,,11,8.82,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,8.82,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Komosinski Jedrzej,,12,8.83,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,8.83,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
De Las Salas Leonel,,13,8.85,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,8.85,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Preti Lucas,,14,9.05,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,9.05,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Li Guangpu,,15,9.23,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,9.23,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
Yurko Oleksiy,,16,9.23,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,562,2009,Trento,Speed,Men,Final,2009-04-25,/api/v1/category_rounds/1132/results,/api/v1/events/562/result/2,False,9.23,,,,,,,,,2009-04-25_Trento_Speed_Men_Final.csv
