name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Wurm Juliane,GER,1,5t5 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,1,1,1,1,1,1,1,1
Le Neve Melissa,FRA,2,5t6 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,1,1,1,1,2,2,1,1
Stöhr Anna,AUT,3,5t7 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,2,1,2,1,1,1,1,1
Payne Angela,USA,4,5t7 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,1,1,1,1,1,1,3,3
Puccio Alex,USA,5,4t4 5b9,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,1,1,1,1,1,1,X,5
Noguchi Akiyo,JPN,6,4t5 4b4,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,2,1,X,X,1,1,1,1
Markovic Mina,SLO,7,4t6 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,X,1,1,1,1,1,3,2
Johnson Alex,USA,8,4t10 4b10,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,2,2,X,X,3,3,4,4
Metcalf Francesca,USA,9,3t5 4b8,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,3,2,X,X,1,1,X,4
Kim Jain,KOR,10,3t7 4b8,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Women,Qualification,2011-05-27,/api/v1/category_rounds/1655/results,/api/v1/events/669/result/7,1,1,X,1,X,X,1,1,5,5
