name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Noguchi Akiyo,JPN,1,4t6 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,2,2,X,1,1,1,2,1
Sandoz Mélanie,FRA,1,4t6 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,2,2,2,1,1,1,X,1
Markovic Mina,SLO,3,3t4 5b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,2,1,X,1,1,1,X,1
Stöhr Anna,AUT,4,3t4 4b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,2,1,1,1,X,1
Puccio Alex,USA,5,3t6 5b8,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,4,4,X,1,1,1,X,1
Johnson Alex,USA,6,3t6 3b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,3,3,2,1,X,X
Klingler Petra,SUI,7,3t7 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,3,2,X,1,3,1,X,1
Saurwein Katharina,AUT,8,2t2 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,2,X,1,1,1,X,1
Le Neve Melissa,FRA,9,2t2 5b8,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,4,X,1,1,1,X,1
Gros Natalija,SLO,10,2t3 4b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,2,1,X,1,X,1
Dufraisse Alizée,FRA,11,2t5 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,2,4,1,X,1,X,1
Oda Momoka,JPN,12,2t5 4b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,3,2,X,1,X,1,X,X,2,1
Eyer Alexandra,SUI,13,1t1 5b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,1,X,1,X,1,X,1
Bibik Olga,RUS,14,1t1 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,1,X,1,X,2,X,1
Vidmar Katja,SLO,15,1t1 5b7,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,3,X,1,X,1,X,1
Shalagina Olga,UKR,16,1t1 4b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,X,1,X,1,X,3
Chevrier Anne-Laure,FRA,17,1t1 3b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,X,1,X,1,X,X
Kadic Katja,SLO,18,1t1 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,X,2,X,1,X,X
Lavarda Jenny,ITA,18,1t1 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,X,X,X,X,X,2,1,1,X,1
Nevelikova Karolina,CZE,20,1t1 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,X,X,1,X,X,X,X
Savchenko Ganna,UKR,20,1t1 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,1,1,X,1,X,X,X,X,X,X
Delpierre Marine,FRA,22,1t2 5b7,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,2,2,X,1,X,1,X,1,X,2
Avezou Cecile,FRA,23,1t2 4b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Women,Qualification,2011-05-07,/api/v1/category_rounds/1643/results,/api/v1/events/667/result/7,2,2,X,1,X,1,X,1,X,X
