name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Baumann Jonas,GER,1,5t5 5b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,1,1,1,1,1,1,1,1,1,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Conrad Mathias,GER,1,5t6 5b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,1,1,1,1,2,1,1,1,1,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Fischhuber Kilian,AUT,1,5t6 5b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,1,1,1,1,2,1,1,1,1,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Feehally Edward,GBR,2,5t6 5b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,1,1,2,1,1,1,1,1,1,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Glairon Mondet Guillaume,FRA,3,5t6 5b6,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,2,2,1,1,1,1,1,1,1,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Hojer Jan,GER,3,5t7 5b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,2,1,1,1,1,1,1,1,2,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Lachat Cédric,SUI,3,5t7 5b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,1,1,1,1,3,1,1,1,1,1,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Watson Stewart,GBR,4,5t10 5b6,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,1,1,1,1,3,1,3,1,2,2,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Callender Nigel,IRL,5,5t13 5b11,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,5,5,3,1,2,2,1,1,2,2,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
Woods Daniel,USA,5,5t7 5b6,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,673,2011,Sheffield,Boulder,Men,Qualification,2011-07-02,/api/v1/category_rounds/1682/results,/api/v1/events/673/result/3,2,1,1,1,1,1,1,1,2,2,2011-07-02_Sheffield_Boulder_Men_Qualification.csv
