name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Pilz Jessica,AUT,1,20.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Krampl Mia,SLO,2,36.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Rekabi Elnaz,IRI,3,42.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Ulzhabayeva Tamara,KAZ,4,75.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Meul Hannah,GER,5,90.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Wienand Roxana,GER,6,100.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Kazbekova Ievgeniia,UKR,7,132.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Kolkotina Tetiana,UKR,8,242.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Darabian Mahya,IRI,9,360.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Zakharova Margaryta,UKR,10,472.5,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
Potapova Nika,UKR,11,600.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
