name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B
Miroslaw Aleksandra,POL,1,6.37 (WR) (ER),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.378,6.461
Kalucka Natalia,POL,2,6.66,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.98,6.669
Kalucka Aleksandra,POL,3,6.72,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.727,6.735
MADE RITA KUSUMA DEWI DESAK,INA,4,6.74,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.745,6.802
Hunt Emma,USA,5,6.82 (PaR),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.822,6.872
DENG LIJUAN,CHN,6,6.84,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.937,6.844
SALLSABILLAH RAJIAH,INA,7,6.90,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,6.908,7.173
JEONG Jimin,KOR,8,7.08,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,7.172,7.082
NIU DI,CHN,9,7.20,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,7.205,DNF
ZHANG SHAOQIN,CHN,10,7.21,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6,7.418,7.213
