name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Zurloni Matteo,ITA,1,5.56,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,6.368,True,5.023,True,5.133,True,5.565,,
LONG JINBAO,CHN,2,FALSE START,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.219,True,5.081,True,5.032,False,FALSE START,,
ADI MULYONO RAHMAD,INA,3,5.05,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.047,True,4.979,False,8.014,,,True,5.058
Khaibullin Rishat,KAZ,4,7.34,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.468,True,5.263,False,5.176,,,False,7.344
KATIBIN KIROMAL,INA,5,5.05,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.099,False,5.058,,,,,,
WU PENG,CHN,6,5.12,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.338,False,5.12,,,,,,
ZHANG LIANG,CHN,7,5.28 (5.17),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.185,False,5.282,,,,,,
Noya Cardona Erik,ESP,8,6.87 (5.39),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,True,5.461,False,6.87,,,,,,
LEONARDO VEDDRIQ,INA,9,6.35 (5.10),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,6.353,,,,,,,,
WANG XINSHANG,CHN,10,5.15,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,5.15,,,,,,,,
Tkach Yaroslav,UKR,11,5.25,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,5.25,,,,,,,,
YASUKAWA Jun,JPN,12,FALL (5.27),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,FALL,,,,,,,,
Mawem Bassa,FRA,13,7.28 (5.35),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,7.284,,,,,,,,
ASPAR ASPAR,INA,14,8.20 (5.35),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,8.207,,,,,,,,
Rebreyend Pierre,FRA,15,5.49 (5.37),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,5.494,,,,,,,,
Hammer Zach,USA,16,6.69 (5.38),IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Final,2023-08-01,/api/v1/category_rounds/8326/results,/api/v1/events/1301/result/2,False,6.691,,,,,,,,
