name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Meyer Jérôme,FRA,1,4t6 4b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,2,2,1,1,2,1
Moroni Gabriele,ITA,2,3t4 4b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,X,2,1,1,2,1
Glairon Mondet Guillaume,FRA,3,3t4 4b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,X,1,1,1,2,2
Fischhuber Kilian,AUT,4,3t4 4b6,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,2,2,1,1,X,2
Sharafutdinov Dmitrii,RUS,5,3t5 4b6,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,2,1,2,1,X,3
Woods Daniel,USA,6,3t8 4b6,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,3,1,2,1,3,2,X,2
Core Christian,ITA,7,3t8 4b7,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,2,1,3,1,3,2,X,3
Gelmanov Rustam,RUS,8,2t2 4b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,X,1,1,1,X,2
Laurence Ludovic,FRA,9,2t2 4b8,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,X,1,1,1,X,5
Müller Matthias,SUI,10,2t4 4b6,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3,1,1,X,1,3,3,X,1
