name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Shalagina Olga,UKR,1,4t5 4b4,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,1,1,1,1,2,1
Noguchi Akiyo,JPN,2,4t6 4b5,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,1,1,2,1,2,2
Abramchuk Yulia,RUS,3,4t11 4b11,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,1,1,1,1,8,8
Danion Juliette,FRA,4,3t3 4b12,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,1,1,1,1,X,9
Levet Sandrine,FRA,5,2t2 4b6,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,1,1,X,2,X,2
Stöhr Anna,AUT,6,2t2 4b8,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,X,5,1,1,X,1,1,1
Ansade Maud,FRA,7,2t2 4b9,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,1,1,X,3,X,4
Saurwein Katharina,AUT,8,2t3 4b5,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,2,2,X,1,X,1
Chevrier Anne-Laure,FRA,9,2t3 4b6,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,2,1,X,1,X,3
Hoarau Anne,FRA,10,2t3 4b11,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,2,1,1,1,X,1,X,8
Avezou Cecile,FRA,11,2t4 3b5,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,3,3,1,1,X,1,X,X
Graftiaux Chloé,BEL,12,2t4 3b13,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,3,1,X,X,X,11
Seguy Audrey,GBR,13,2t5 3b5,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,3,1,2,2,X,X,X,2
Saurwein Franziska,AUT,14,1t1 4b9,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,X,3,X,1,X,4
Delpierre Marine,FRA,15,1t1 2b3,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,1,1,X,2,X,X,X,X
Lind Angelica,SWE,16,1t4 4b7,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,4,1,X,1,X,1,X,4
Rajfova Silvie,CZE,17,0t 4b6,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,X,1,X,1,X,3,X,1
Aveline Morgane,FRA,18,0t 2b2,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,X,1,X,1,X,X,X,X
Merrick Diane,GBR,19,0t 2b3,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,X,2,X,1,X,X,X,X
Hilly Margaux,FRA,20,0t 2b4,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7,X,1,X,3,X,X,X,X
