name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Dzienski Marcin,,1,5.76,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.36,True,6.21,True,5.82,True,5.76,,
Boldyrev Danyil,,2,5.81,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.06,True,5.93,True,5.89,False,5.81,,
Mawem Bassa,,3,6.08,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,5.99,True,5.97,False,5.92,,,True,6.08
Gontero Leonardo,,4,6.19,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.4,True,6.23,False,6.19,,,False,6.19
Hroza Libor,,5,6.16,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.25,False,6.16,,,,,,
Shikov Aleksandr,,6,6.26,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.39,False,6.26,,,,,,
Nambot Quentin,,7,7.29,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.54,False,7.29,,,,,,
Moro Guillaume,,8,8.73,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,True,6.41,False,8.73,,,,,,
Santoni Alessandro,,9,6.28,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,6.28,,,,,,,,
Kokorin Stanislav,,10,6.29,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,6.29,,,,,,,,
Fossali Ludovico,,11,6.40,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,6.4,,,,,,,,
Bogomolov Arsenii,,12,6.42,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,6.42,,,,,,,,
Shilov Aleksandr,,13,6.58,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,6.58,,,,,,,,
Halasa Rafal,,14,7.24,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,7.24,,,,,,,,
Pavlenko Kostiantyn,,15,7.31,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,7.31,,,,,,,,
Kriz Jan,,16,FALL,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2,False,FALL,,,,,,,,
