name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Deulin Vladislav,,1,5.53,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,5.85,True,5.6,True,5.77,True,5.53,,,2017-10-14_Xiamen_Speed_Men_Final.csv
ASPAR ASPAR,,2,5.70,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,5.98,True,6.29,True,5.95,False,5.7,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Pavlenko Kostiantyn,,3,6.34,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,6.41,True,6.05,False,6.1,,,True,6.34,2017-10-14_Xiamen_Speed_Men_Final.csv
Fossali Ludovico,,4,7.21,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,5.93,True,6.02,False,FALL,,,False,7.21,2017-10-14_Xiamen_Speed_Men_Final.csv
Timofeev Dmitrii,,5,6.33,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,6.33,False,6.33,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Zhong QiXin,,6,7.31,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,5.92,False,7.31,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Moro Guillaume,,7,7.97,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,6.26,False,7.97,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Muhammad Hinayah,,8,FALL,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,True,6.19,False,FALL,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Sabri Sabri,,9,6.03,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,6.03,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Bogomolov Arsenii,,10,6.15,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,6.15,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Gontero Leonardo,,11,6.22,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,6.22,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Alipour Shenazandifard Reza,,12,6.47,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,6.47,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Shilov Aleksandr,,13,7.94,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,7.94,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Shikov Aleksandr,,14,FALL,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,FALL,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Kokorin Stanislav,,15,FALL,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,FALL,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
Abudzar Yulianto,,16,FALL,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Men,Final,2017-10-14,/api/v1/category_rounds/4353/results,/api/v1/events/996/result/2,False,FALL,,,,,,,,,2017-10-14_Xiamen_Speed_Men_Final.csv
