name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Susanti Rahayu Aries,INA,1,7.940,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Kaplina Iuliia,RUS,2,7.950,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Tsyganova Anna,RUS,3,8.090,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Wellyanti Santi,INA,3,8.090,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Jaubert Anouck,FRA,5,8.100,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Marenych Alla,UKR,6,8.530,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Krasavina Mariia,RUS,7,8.570,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Brozek Anna,POL,8,8.580,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Sarisson Aurelia,FRA,9,8.640,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Lestari Puji,INA,10,8.670,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Ivanova Elizaveta,RUS,11,8.750,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Andrier Victoire,FRA,12,8.800,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
SONG YiLing,CHN,13,8.801,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Buczek Klaudia,POL,14,8.870,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
He CuiLian,CHN,15,8.880,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Timofeeva Elena,RUS,15,8.880,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
NI MingWei,CHN,17,8.900,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Dalla Brida Elisabetta,ITA,18,9.090,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
PAN Xuhua,CHN,19,9.220,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Dhorifatus Syafiiyah,INA,20,9.330,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Ropek Edyta,POL,21,9.460,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
Fakhritdinova Dinara,RUS,22,11.980,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",995,2017,Wujiang,Speed,Women,Qualification,2017-10-07,/api/v1/category_rounds/4338/results,/api/v1/events/995/result/6
