name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Fujii Kokoro,JPN,1,3T4z 11 10,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,6,1,3,3,2,1,X,5
Narasaki Tomoa,JPN,2,3T4z 13 5,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,9,1,1,1,X,2,3,1
Harada Kai,JPN,3,3T3z 9 8,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,1,1,X,X,2,1,6,6
Schubert Jakob,AUT,4,2T3z 3 3,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,2,1,1,1,X,1,X,X
Hojer Jan,GER,5,2T3z 3 4,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,1,1,2,2,X,1,X,X
Dohi Keita,JPN,6,2T3z 10 5,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,4,1,X,X,X,2,6,2
Sugimoto Rei,JPN,7,1T4z 8 13,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,8,1,X,4,X,1,X,7
Pan YuFei,CHN,8,1T3z 3 7,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,X,1,X,X,3,1,X,5
Ogata Yoshiyuki,JPN,9,1T3z 4 6,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,X,2,4,3,X,1,X,X
Rubtsov  Aleksei,RUS,10,1T3z 8 6,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,X,2,X,X,X,2,8,2
Chon Jongwon,KOR,11,1T2z 2 2,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,X,1,X,X,2,1,X,X
Coleman Nathaniel,USA,12,1T2z 3 4,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,3,2,X,X,X,2,X,X
Skorodumov Sergei,RUS,13,1T2z 6 6,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3,6,1,X,X,X,5,X,X
