name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Wurm Juliane,GER,1,4t4 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,1,1,1,1,1,1,1,1
Coxsey Shauna,GBR,2,4t5 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,1,1,1,1,1,1,2,2
Sandoz Mélanie,FRA,3,3t3 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,1,1,1,1,1,1,X,1
Johnson Alex,USA,4,3t4 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,1,2,1,1,1,1,1
Stöhr Anna,AUT,5,3t4 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,2,1,1,2,2,1,1
Puccio Alex,USA,6,3t4 3b3,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,X,1,1,1,1,2,1
Saurwein Katharina,AUT,7,3t7 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,2,3,1,2,2,2,1
Le Neve Melissa,FRA,8,3t7 4b7,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,3,2,1,1,3,3,X,1
Markovic Mina,SLO,9,2t2 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,1,1,1,1,X,2,X,1
Chevrier Anne-Laure,FRA,10,2t5 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,1,1,1,4,2,X,1
Noguchi Akiyo,JPN,11,2t6 4b9,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,3,2,X,1,3,3,X,3
Kim Jain,KOR,12,1t1 4b9,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,1,1,1,X,6,X,1
Jenerik Cicada,USA,13,1t3 2b3,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,3,2,X,1,X,X,X,X
Asher Elizabeth,USA,14,1t5 3b8,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,5,5,X,2,X,X,X,1
Retschy Monika,GER,15,0t 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,1,X,1,X,1,X,1
Yasuda Atori,JPN,16,0t 4b8,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,2,X,3,X,2,X,1
Payne Angela,USA,17,0t 4b10,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,1,X,1,X,7,X,1
Cox Chauncenia,USA,18,0t 3b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,2,X,1,X,1,X,X
Blair-Coyle Sierra,USA,19,0t 3b12,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,X,X,3,X,1,X,8
Leslie-Wujastyk Mina,GBR,20,0t 2b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Women,Semi-Final,2012-06-01,/api/v1/category_rounds/2070/results,/api/v1/events/731/result/7,X,X,X,1,X,X,X,3
