name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Chernikov Mikhail,RUS,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Desgranges Romain,FRA,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Julian  Puigblanque Ramón ,ESP,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Lechner Mario,AUT,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
McColl Sean,CAN,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Min Hyunbin,KOR,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Romain Manuel,FRA,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Schubert Jakob,AUT,1,Top 1. | Top 1. [5.50],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,Top
Ghisolfi Stefano,ITA,9,Top 1. | 33+ 11. [8.12],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,33+
Skofic Domen,SLO,9,Top 1. | 33+ 11. [8.12],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,Top,33+
Ballet Thomas,FRA,11,31+ 12. | Top 1. [8.77],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31+,Top
Verhoeven Jorg,NED,12,31 17. | Top 1. [9.81],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31,Top
Primozic Urban,SLO,13,32 11. | 33+ 11. [11.49],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,32,33+
Jubes Angarita Marco Antonio,ESP,14,31+ 12. | 33 14. [14.00],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31+,33
Kim Jabee,KOR,15,31+ 12. | 30+ 16. [14.97],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31+,30+
Esteller Ocaña Victor,ESP,16,31+ 12. | 28+ 17. [15.65],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31+,28+
Suolang Jiacuo,CHN,16,31+ 12. | 28+ 17. [15.65],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31+,28+
Ma ZiDa,CHN,18,31 17. | 32+ 15. [16.20],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,31,32+
Chang Yeu-Shiang,TPE,19,13+ 20. | 26 19. [19.49],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,13+,26
Chu Ka-Wai,HKG,19,21+ 19. | 22 20. [19.49],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Men,Qualification,2012-10-12,/api/v1/category_rounds/2148/results,/api/v1/events/743/result/1,21+,22
