name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Gaidamakina Alina,,1,9.24,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,9.55,True,9.32,True,9.63,True,9.24,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Krasavina Mariia,,2,9.44,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,10.06,True,10.08,True,9.39,False,9.44,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Titova Natalia,,3,9.47,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,9.45,True,9.27,False,11.26,,,True,9.47,2012-04-13_Chongqing_Speed_Women_Final.csv
Polekhina Kseniya,,4,9.98,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,9.87,True,9.21,False,13.98,,,False,9.98,2012-04-13_Chongqing_Speed_Women_Final.csv
Miroslaw Aleksandra,,5,9.49,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,10.39,False,9.49,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
He CuiLian,,6,9.52,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,9.6,False,9.52,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Ropek Edyta,,7,9.56,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,10.21,False,9.56,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
PAN Xuhua,,8,10.92,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,True,11.13,False,10.92,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Levochkina  Yuliya,,9,9.53,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,9.53,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Prokopiuk-Kawecka Monika,,10,11.05,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,11.05,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Savisko Anastasiya,,11,11.06,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,11.06,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
RenZeng WangMu,,12,11.58,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,11.58,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
wang yang,,13,11.85,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,11.85,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Jaubert Anouck,,14,11.95,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,11.95,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Heitz Margot,,15,13.59,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,13.59,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
Bruckner Esther,,16,14.76,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Women,Final,2012-04-13,/api/v1/category_rounds/2045/results,/api/v1/events/727/result/6,False,14.76,,,,,,,,,2012-04-13_Chongqing_Speed_Women_Final.csv
