name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Durif Charlotte,FRA,1,Top 1. | Top 1. [2.65],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,Top,Top,2012-09-11_Paris_Lead_Women_Qualification.csv
Ernst Johanna,AUT,1,Top 1. | Top 1. [2.65],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,Top,Top,2012-09-11_Paris_Lead_Women_Qualification.csv
Fakhritdinova Dinara,RUS,1,Top 1. | Top 1. [2.65],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,Top,Top,2012-09-11_Paris_Lead_Women_Qualification.csv
Han Seuran,KOR,4,Top 1. | 45+ 4. [3.74],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,Top,45+,2012-09-11_Paris_Lead_Women_Qualification.csv
Schranz Christine,AUT,5,Top 1. | 42+ 6. [4.58],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,Top,42+,2012-09-11_Paris_Lead_Women_Qualification.csv
Brumagne Mathilde,BEL,6,Top 1. | 34+ 9. [6.06],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,Top,34+,2012-09-11_Paris_Lead_Women_Qualification.csv
Vidmar Maja,SLO,7,33+ 9. | 44+ 5. [6.89],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,33+,44+,2012-09-11_Paris_Lead_Women_Qualification.csv
Kobayashi Yuka,JPN,8,40 7. | 36+ 7. [7.00],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,40,36+,2012-09-11_Paris_Lead_Women_Qualification.csv
Avezou Cecile,FRA,9,33+ 9. | 34+ 9. [9.99],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,33+,34+,2012-09-11_Paris_Lead_Women_Qualification.csv
Posch Katharina,AUT,10,34+ 8. | 28 14. [10.58],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,34+,28,2012-09-11_Paris_Lead_Women_Qualification.csv
Szekely Andrea Brigitta,HUN,11,20+ 16. | 35+ 8. [11.66],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,20+,35+,2012-09-11_Paris_Lead_Women_Qualification.csv
Shalagina Olga,UKR,12,27 12. | 34+ 9. [11.68],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,27,34+,2012-09-11_Paris_Lead_Women_Qualification.csv
Stotz Rebekka,SUI,12,27 12. | 34+ 9. [11.68],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,27,34+,2012-09-11_Paris_Lead_Women_Qualification.csv
Klingler Petra,SUI,14,27+ 11. | 28+ 13. [11.96],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,27+,28+,2012-09-11_Paris_Lead_Women_Qualification.csv
Eyer Alexandra,SUI,15,22+ 15. | 26+ 15. [15.25],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,22+,26+,2012-09-11_Paris_Lead_Women_Qualification.csv
Miller Delaney,USA,16,27 12. | 23+ 17. [15.30],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,27,23+,2012-09-11_Paris_Lead_Women_Qualification.csv
Choong Katherine,SUI,17,20+ 16. | 23+ 17. [17.49],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,20+,23+,2012-09-11_Paris_Lead_Women_Qualification.csv
Kazbekova Ievgeniia,UKR,18,20+ 16. | 23 20. [18.44],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,20+,23,2012-09-11_Paris_Lead_Women_Qualification.csv
Ostapenko Olena,UKR,19,18+ 19. | 23+ 17. [19.21],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,18+,23+,2012-09-11_Paris_Lead_Women_Qualification.csv
Svobodova Tereza,CZE,20,17+ 24. | 26+ 15. [19.49],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,17+,26+,2012-09-11_Paris_Lead_Women_Qualification.csv
Samoilina Anastasiia,RUS,21,18+ 19. | 22 21. [20.75],IFSC World Championship Lead Group B - Paris 2012,740,2012,Paris,Lead,Women,Qualification,2012-09-11,/api/v1/category_rounds/2129/results,/api/v1/events/740/result/5,18+,22,2012-09-11_Paris_Lead_Women_Qualification.csv
