name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Puccio Alex,USA,1,3t5 3b3,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,1,1,1,1,X,X,3,1
Coxsey Shauna,GBR,2,2t2 3b3,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,1,1,1,1,X,X,X,1
Noguchi Akiyo,JPN,3,2t3 2b2,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,1,1,X,X,2,1
Shalagina Olga,UKR,4,2t4 3b5,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,2,2,X,2,2,1
Markovic Mina,SLO,5,2t5 3b10,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,8,1,1,X,X,4,1
Stöhr Anna,AUT,6,2t6 3b7,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,5,5,1,1,X,X,X,1
Wurm Juliane,GER,7,1t1 2b2,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,1,1,X,X,X,X,X,1
Iakovleva Olga,RUS,8,1t1 2b3,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,1,1,X,X,X,2
Chevrier Anne-Laure,FRA,9,1t4 2b2,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,4,1,X,X,X,X,X,1
Gallyamova Anna,RUS,10,1t4 2b5,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,4,4,X,X,X,X,X,1
Le Neve Melissa,FRA,10,1t4 2b5,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,4,4,X,X,X,X,X,1
Stotz Rebekka,SUI,10,1t4 2b5,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,4,4,X,X,X,X,X,1
Retschy Monika,GER,13,0t 2b4,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,3,X,X,X,1
Zijlstra Vera,NED,14,0t 2b6,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,4,X,X,X,2
Bacher Sabine,AUT,15,0t 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,X,X,X,X,1
Bibik Olga,RUS,15,0t 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,X,X,X,X,1
Oda Momoka,JPN,15,0t 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,X,X,X,X,1
Payne Angela,USA,15,0t 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,X,X,X,X,1
Sandoz Mélanie,FRA,15,0t 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,X,X,X,X,1
Vidmar Maja,SLO,15,0t 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,729,2012,Vienna,Boulder,Women,Semi-Final,2012-04-27,/api/v1/category_rounds/2058/results,/api/v1/events/729/result/7,X,X,X,X,X,X,X,1
