name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Kaplina Iuliia,RUS,1,8.230,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Krasavina Mariia,RUS,2,8.770,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Levochkina  Yuliya,RUS,3,8.960,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Rudzinska Aleksandra,POL,4,8.970,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Gaidamakina Alina,RUS,5,9.340,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Tita Supita,INA,6,9.400,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Buczek Klaudia,POL,7,9.410,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Savisko Anastasiya,UKR,8,9.500,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Jaubert Anouck,FRA,9,9.570,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Prokopiuk Monika,POL,10,9.940,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Heitz Margot,FRA,11,10.140,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Ropek Edyta,POL,12,10.230,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Marenych Alla,UKR,13,10.430,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
He CuiLian,CHN,14,11.490,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
RenZeng WangMu,CHN,15,11.540,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
PAN Xuhua,CHN,16,11.770,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
RENQING LaMu,CHN,17,12.570,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Saurwein Katharina,AUT,18,16.510,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Ota Risa,JPN,19,26.630,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
Esmaeilzadeh Farnaz,IRI,20,fall,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",805,2013,Wujiang,Speed,Women,Qualification,2013-10-19,/api/v1/category_rounds/2623/results,/api/v1/events/805/result/6,2013-10-19_Wujiang_Speed_Women_Qualification.csv
