name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B
Dzienski Marcin,POL,1,5.74,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,5.746,5.849
Deulin Vladislav,RUS,2,5.82,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,5.972,5.822
Timofeev Dmitrii,RUS,3,5.85,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.123,5.857
Rudatskiy Lev,RUS,4,5.95,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.46,5.954
Shikov Aleksandr,RUS,5,5.96,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,5.969,12.168
Boldyrev Danyil,UKR,6,6.01,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.097,6.015
Tkach Yaroslav,UKR,7,6.04,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.391,6.043
Luzhetskii Sergei,RUS,8,6.30,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.306,6.346
Collin Nicolas,BEL,9,6.67,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.679,7.302
Iarilovets Nikolai,RUS,10,6.77 (6.799),"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.799,6.778
Kriz Jan,CZE,11,6.77 (7.327),"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Men,Qualification,2020-11-21,/api/v1/category_rounds/6012/results,/api/v1/events/1166/result/2,6.778,7.327
